date,code,nav
2020-05-27,012345,1.602366
2020-05-28,012345,1.617975
2020-05-29,012345,1.642004
2020-06-01,012345,1.657110
2020-06-02,012345,1.681827
2020-06-03,012345,1.692484
2020-06-04,012345,1.716177
2020-06-05,012345,1.726923
2020-06-08,012345,1.745212
2020-06-09,012345,1.767277
2020-06-10,012345,1.776807
2020-06-11,012345,1.799462
2020-06-12,012345,1.807741
2020-06-15,012345,1.818596
2020-06-16,012345,1.831095
2020-06-17,012345,1.836950
2020-06-18,012345,1.842149
2020-06-19,012345,1.854908
2020-06-22,012345,1.875372
2020-06-23,012345,1.879825
2020-06-24,012345,1.895731
2020-06-25,012345,1.909952
2020-06-26,012345,1.937726
2020-06-29,012345,1.964856
2020-06-30,012345,1.969256
2020-07-01,012345,1.977837
2020-07-02,012345,1.991327
2020-07-03,012345,1.995023
2020-07-06,012345,2.022656
2020-07-07,012345,2.027689
2020-07-08,012345,2.053240
2020-07-09,012345,2.075393
2020-07-10,012345,2.086159
2020-07-13,012345,2.090595
2020-07-14,012345,2.116050
2020-07-15,012345,2.141782
2020-07-16,012345,2.171107
2020-07-17,012345,2.195138
2020-07-20,012345,2.229017
2020-07-21,012345,2.240984
2020-07-22,012345,2.259951
2020-07-23,012345,2.266501
2020-07-24,012345,2.288352
2020-07-27,012345,2.318631
2020-07-28,012345,2.346402
2020-07-29,012345,2.359607
2020-07-30,012345,2.391956
2020-07-31,012345,2.401338
2020-08-03,012345,2.411233
2020-08-04,012345,2.420150
2020-08-05,012345,2.452689
2020-08-06,012345,2.479705
2020-08-07,012345,2.482787
2020-08-10,012345,2.498616
2020-08-11,012345,2.523024
2020-08-12,012345,2.553283
2020-08-13,012345,2.575512
2020-08-14,012345,2.614104
2020-08-17,012345,2.638474
2020-08-18,012345,2.659964
2020-08-19,012345,2.671862
2020-08-20,012345,2.677953
2020-08-21,012345,2.693387
2020-08-24,012345,2.728801
2020-08-25,012345,2.759931
2020-08-26,012345,2.769528
2020-08-27,012345,2.801391
2020-08-28,012345,2.805154
2020-08-31,012345,2.843658
2020-09-01,012345,2.855915
2020-09-02,012345,2.879520
2020-09-03,012345,2.880998
2020-09-04,012345,2.916243
2020-09-07,012345,2.924409
2020-09-08,012345,2.936811
2020-09-09,012345,2.977817
2020-09-10,012345,2.982330
2020-09-11,012345,3.014245
2020-09-14,012345,3.046456
2020-09-15,012345,3.085089
2020-09-16,012345,3.110426
2020-09-17,012345,3.149103
2020-09-18,012345,3.186186
2020-09-21,012345,3.200652
2020-09-22,012345,3.207425
2020-09-23,012345,3.233231
2020-09-24,012345,3.257330
2020-09-25,012345,3.289532
2020-09-28,012345,3.324942
2020-09-29,012345,3.350655
2020-09-30,012345,3.379463
2020-10-01,012345,3.393558
2020-10-02,012345,3.420388
2020-10-05,012345,3.431905
2020-10-06,012345,3.446749
2020-10-07,012345,3.463849
2020-10-08,012345,3.478565
2020-10-09,012345,3.482537
2020-10-12,012345,3.494740
2020-10-13,012345,3.497944
2020-10-14,012345,3.496920
2020-10-15,012345,3.506734
2020-10-16,012345,3.543891
2020-10-19,012345,3.536493
2020-10-20,012345,3.532506
2020-10-21,012345,3.559375
2020-10-22,012345,3.579777
2020-10-23,012345,3.598834
2020-10-26,012345,3.601897
2020-10-27,012345,3.641553
2020-10-28,012345,3.678977
2020-10-29,012345,3.699330
2020-10-30,012345,3.695563
2020-11-02,012345,3.693451
2020-11-03,012345,3.696098
2020-11-04,012345,3.699934
2020-11-05,012345,3.706069
2020-11-06,012345,3.743404
2020-11-09,012345,3.767854
2020-11-10,012345,3.764587
2020-11-11,012345,3.791962
2020-11-12,012345,3.803595
2020-11-13,012345,3.789885
2020-11-16,012345,3.792784
2020-11-17,012345,3.825700
2020-11-18,012345,3.818197
2020-11-19,012345,3.824070
2020-11-20,012345,3.845569
2020-11-23,012345,3.856033
2020-11-24,012345,3.841219
2020-11-25,012345,3.862673
2020-11-26,012345,3.866807
2020-11-27,012345,3.851135
2020-11-30,012345,3.840238
2020-12-01,012345,3.870386
2020-12-02,012345,3.871496
2020-12-03,012345,3.874009
2020-12-04,012345,3.853219
2020-12-07,012345,3.883251
2020-12-08,012345,3.883223
2020-12-09,012345,3.867362
2020-12-10,012345,3.862683
2020-12-11,012345,3.887889
2020-12-14,012345,3.885023
2020-12-15,012345,3.911730
2020-12-16,012345,3.924597
2020-12-17,012345,3.905568
2020-12-18,012345,3.900432
2020-12-21,012345,3.921450
2020-12-22,012345,3.941168
2020-12-23,012345,3.954159
2020-12-24,012345,3.977357
2020-12-25,012345,3.971802
2020-12-28,012345,3.976412
2020-12-29,012345,3.970733
2020-12-30,012345,3.979113
2020-12-31,012345,3.982637
2021-01-01,012345,3.998139
2021-01-04,012345,4.015931
2021-01-05,012345,3.988994
2021-01-06,012345,3.980006
2021-01-07,012345,3.994106
2021-01-08,012345,4.009433
2021-01-11,012345,4.018212
2021-01-12,012345,4.000698
2021-01-13,012345,3.978481
2021-01-14,012345,3.988367
2021-01-15,012345,3.989756
2021-01-18,012345,3.977363
2021-01-19,012345,3.993052
2021-01-20,012345,3.999688
2021-01-21,012345,4.006862
2021-01-22,012345,4.006745
2021-01-25,012345,3.991794
2021-01-26,012345,3.968829
2021-01-27,012345,3.940266
2021-01-28,012345,3.906838
2021-01-29,012345,3.901013
2021-02-01,012345,3.904598
2021-02-02,012345,3.894484
2021-02-03,012345,3.892454
2021-02-04,012345,3.868779
2021-02-05,012345,3.842651
2021-02-08,012345,3.801394
2021-02-09,012345,3.787218
2021-02-10,012345,3.796438
2021-02-11,012345,3.770266
2021-02-12,012345,3.755543
2021-02-15,012345,3.750285
2021-02-16,012345,3.754151
2021-02-17,012345,3.730332
2021-02-18,012345,3.697377
2021-02-19,012345,3.672697
2021-02-22,012345,3.642947
2021-02-23,012345,3.613729
2021-02-24,012345,3.583341
2021-02-25,012345,3.570853
2021-02-26,012345,3.553284
2021-03-01,012345,3.550590
2021-03-02,012345,3.555236
2021-03-03,012345,3.518006
2021-03-04,012345,3.518450
2021-03-05,012345,3.480552
2021-03-08,012345,3.439522
2021-03-09,012345,3.398054
2021-03-10,012345,3.385715
2021-03-11,012345,3.385242
2021-03-12,012345,3.352577
2021-03-15,012345,3.315560
2021-03-16,012345,3.313671
2021-03-17,012345,3.280547
2021-03-18,012345,3.270819
2021-03-19,012345,3.249159
2021-03-22,012345,3.219877
2021-03-23,012345,3.178796
2021-03-24,012345,3.166845
2021-03-25,012345,3.139097
2021-03-26,012345,3.126552
2021-03-29,012345,3.088945
2021-03-30,012345,3.047664
2021-03-31,012345,3.008645
2021-04-01,012345,3.006247
2021-04-02,012345,2.969888
2021-04-05,012345,2.937507
2021-04-06,012345,2.906525
2021-04-07,012345,2.887014
2021-04-08,012345,2.884454
2021-04-09,012345,2.855781
2021-04-12,012345,2.853496
2021-04-13,012345,2.816259
2021-04-14,012345,2.780307
2021-04-15,012345,2.749458
2021-04-16,012345,2.711768
2021-04-19,012345,2.698080
2021-04-20,012345,2.672738
2021-04-21,012345,2.640022
2021-04-22,012345,2.611816
2021-04-23,012345,2.609288
2021-04-26,012345,2.577891
2021-04-27,012345,2.550879
2021-04-28,012345,2.544673
2021-04-29,012345,2.513343
2021-04-30,012345,2.502638
2021-05-03,012345,2.476272
2021-05-04,012345,2.454572
2021-05-05,012345,2.426969
2021-05-06,012345,2.404626
2021-05-07,012345,2.374610
2021-05-10,012345,2.360675
2021-05-11,012345,2.331931
2021-05-12,012345,2.323648
2021-05-13,012345,2.309189
2021-05-14,012345,2.300757
2021-05-17,012345,2.291196
2021-05-18,012345,2.259704
2021-05-19,012345,2.142710
2021-05-20,012345,2.132279
2021-05-21,012345,2.127699
2021-05-24,012345,2.112784
2021-05-25,012345,2.100300
2021-05-26,012345,2.097745
2021-05-27,012345,2.094988
2021-05-28,012345,2.088914
2021-05-31,012345,2.084215
2021-06-01,012345,2.076678
2021-06-02,012345,2.072981
2021-06-03,012345,2.064909
2021-06-04,012345,2.040091
2021-06-07,012345,2.011760
2021-06-08,012345,1.989577
2021-06-09,012345,1.983913
2021-06-10,012345,1.973714
2021-06-11,012345,1.966144
2021-06-14,012345,1.947802
2021-06-15,012345,1.941704
2021-06-16,012345,1.917424
2021-06-17,012345,1.895784
2021-06-18,012345,1.870870
2021-06-21,012345,1.849725
2021-06-22,012345,1.847703
2021-06-23,012345,1.834071
2021-06-24,012345,1.820529
2021-06-25,012345,1.802052
2021-06-28,012345,1.802469
2021-06-29,012345,1.780463
2021-06-30,012345,1.771158
2021-07-01,012345,1.768458
2021-07-02,012345,1.760007
2021-07-05,012345,1.753082
2021-07-06,012345,1.730995
2021-07-07,012345,1.712743
2021-07-08,012345,1.712057
2021-07-09,012345,1.696291
2021-07-12,012345,1.683185
2021-07-13,012345,1.669000
2021-07-14,012345,1.662525
2021-07-15,012345,1.644478
2021-07-16,012345,1.632713
2021-07-19,012345,1.617445
2021-07-20,012345,1.601990
2021-07-21,012345,1.590351
2021-07-22,012345,1.583462
2021-07-23,012345,1.568297
2021-07-26,012345,1.561530
2021-07-27,012345,1.561515
2021-07-28,012345,1.552077
2021-07-29,012345,1.533840
2021-07-30,012345,1.531861
2021-08-02,012345,1.525869
2021-08-03,012345,1.509666
2021-08-04,012345,1.512286
2021-08-05,012345,1.497035
2021-08-06,012345,1.497321
2021-08-09,012345,1.495491
2021-08-10,012345,1.481871
2021-08-11,012345,1.477283
2021-08-12,012345,1.465243
2021-08-13,012345,1.450824
2021-08-16,012345,1.453180
2021-08-17,012345,1.454057
2021-08-18,012345,1.447599
2021-08-19,012345,1.439397
2021-08-20,012345,1.428952
2021-08-23,012345,1.432558
2021-08-24,012345,1.434922
2021-08-25,012345,1.432008
2021-08-26,012345,1.431274
2021-08-27,012345,1.434635
2021-08-30,012345,1.430175
2021-08-31,012345,1.427355
2021-09-01,012345,1.421817
2021-09-02,012345,1.420756
2021-09-03,012345,1.406375
2021-09-06,012345,1.399366
2021-09-07,012345,1.395241
2021-09-08,012345,1.393722
2021-09-09,012345,1.393815
2021-09-10,012345,1.394484
2021-09-13,012345,1.381308
2021-09-14,012345,1.373135
2021-09-15,012345,1.371566
2021-09-16,012345,1.362947
2021-09-17,012345,1.352864
2021-09-20,012345,1.358383
2021-09-21,012345,1.352336
2021-09-22,012345,1.348007
2021-09-23,012345,1.340692
2021-09-24,012345,1.345719
2021-09-27,012345,1.335121
2021-09-28,012345,1.323329
2021-09-29,012345,1.311892
2021-09-30,012345,1.316368
2021-10-01,012345,1.318207
2021-10-04,012345,1.310256
2021-10-05,012345,1.306222
2021-10-06,012345,1.298764
2021-10-07,012345,1.293006
2021-10-08,012345,1.283739
2021-10-11,012345,1.288439
2021-10-12,012345,1.290344
2021-10-13,012345,1.282686
2021-10-14,012345,1.277842
2021-10-15,012345,1.271655
2021-10-18,012345,1.275479
2021-10-19,012345,1.273643
2021-10-20,012345,1.264538
2021-10-21,012345,1.259280
2021-10-22,012345,1.255789
2021-10-25,012345,1.258527
2021-10-26,012345,1.257545
2021-10-27,012345,1.264444
2021-10-28,012345,1.257011
2021-10-29,012345,1.263981
2021-11-01,012345,1.256643
2021-11-02,012345,1.258659
2021-11-03,012345,1.266005
2021-11-04,012345,1.256448
2021-11-05,012345,1.254980
2021-11-08,012345,1.245697
2021-11-09,012345,1.238404
2021-11-10,012345,1.240438
2021-11-11,012345,1.240829
2021-11-12,012345,1.233830
2021-11-15,012345,1.225949
2021-11-16,012345,1.233299
2021-11-17,012345,1.224216
2021-11-18,012345,1.218484
2021-11-19,012345,1.211221
2021-11-22,012345,1.203640
2021-11-23,012345,1.199422
2021-11-24,012345,1.192997
2021-11-25,012345,1.194393
2021-11-26,012345,1.188051
2021-11-29,012345,1.194196
2021-11-30,012345,1.200195
2021-12-01,012345,1.193585
2021-12-02,012345,1.199803
2021-12-03,012345,1.200975
2021-12-06,012345,1.197068
2021-12-07,012345,1.190451
2021-12-08,012345,1.188635
2021-12-09,012345,1.184363
2021-12-10,012345,1.179157
2021-12-13,012345,1.186556
2021-12-14,012345,1.189003
2021-12-15,012345,1.186833
2021-12-16,012345,1.185913
2021-12-17,012345,1.178565
2021-12-20,012345,1.180472
2021-12-21,012345,1.173510
2021-12-22,012345,1.180760
2021-12-23,012345,1.174310
2021-12-24,012345,1.173722
2021-12-27,012345,1.167270
2021-12-28,012345,1.161205
2021-12-29,012345,1.158026
2021-12-30,012345,1.164248
2021-12-31,012345,1.170591
2022-01-03,012345,1.171233
2022-01-04,012345,1.170197
2022-01-05,012345,1.165108
2022-01-06,012345,1.162519
2022-01-07,012345,1.158633
2022-01-10,012345,1.159296
2022-01-11,012345,1.164569
2022-01-12,012345,1.161528
2022-01-13,012345,1.159917
2022-01-14,012345,1.154442
2022-01-17,012345,1.157051
2022-01-18,012345,1.153228
2022-01-19,012345,1.149444
2022-01-20,012345,1.152929
2022-01-21,012345,1.146395
2022-01-24,012345,1.149858
2022-01-25,012345,1.143720
2022-01-26,012345,1.148626
2022-01-27,012345,1.144257
2022-01-28,012345,1.149914
2022-01-31,012345,1.155298
2022-02-01,012345,1.153656
2022-02-02,012345,1.146598
2022-02-03,012345,1.147836
2022-02-04,012345,1.145471
2022-02-07,012345,1.149344
2022-02-08,012345,1.146272
2022-02-09,012345,1.150365
2022-02-10,012345,1.149133
2022-02-11,012345,1.153746
2022-02-14,012345,1.146725
2022-02-15,012345,1.140734
2022-02-16,012345,1.140575
2022-02-17,012345,1.131032
2022-02-18,012345,1.131477
2022-02-21,012345,1.132040
2022-02-22,012345,1.126761
2022-02-23,012345,1.120932
2022-02-24,012345,1.122126
2022-02-25,012345,1.127717
2022-02-28,012345,1.129926
2022-03-01,012345,1.132583
2022-03-02,012345,1.128112
2022-03-03,012345,1.124721
2022-03-04,012345,1.127533
2022-03-07,012345,1.124023
2022-03-08,012345,1.122597
2022-03-09,012345,1.116956
2022-03-10,012345,1.112106
2022-03-11,012345,1.103615
2022-03-14,012345,1.102625
2022-03-15,012345,1.099059
2022-03-16,012345,1.097653
2022-03-17,012345,1.101699
2022-03-18,012345,1.096804
2022-03-21,012345,1.096846
2022-03-22,012345,1.095634
2022-03-23,012345,1.087184
2022-03-24,012345,1.079069
2022-03-25,012345,1.068740
2022-03-28,012345,1.058107
2022-03-29,012345,1.056637
2022-03-30,012345,1.052149
2022-03-31,012345,1.044973
2022-04-01,012345,1.043417
2022-04-04,012345,1.042653
2022-04-05,012345,1.038558
2022-04-06,012345,1.038907
2022-04-07,012345,1.035440
2022-04-08,012345,1.028152
2022-04-11,012345,1.018749
2022-04-12,012345,1.012153
2022-04-13,012345,1.013965
2022-04-14,012345,1.006193
2022-04-15,012345,0.999374
2022-04-18,012345,1.001154
2022-04-19,012345,0.997110
2022-04-20,012345,0.989802
2022-04-21,012345,0.987852
2022-04-22,012345,0.984421
2022-04-25,012345,0.985813
2022-04-26,012345,0.978272
2022-04-27,012345,0.970598
2022-04-28,012345,0.964208
2022-04-29,012345,0.965069
2022-05-02,012345,0.964093
2022-05-03,012345,0.961081
2022-05-04,012345,0.961363
2022-05-05,012345,0.958041
2022-05-06,012345,0.955915
2022-05-09,012345,0.946465
2022-05-10,012345,0.939489
2022-05-11,012345,0.931425
2022-05-12,012345,0.919984
2022-05-13,012345,0.920768
2022-05-16,012345,0.920556
2022-05-17,012345,0.913137
2022-05-18,012345,0.909979
2022-05-19,012345,0.908505
2022-05-20,012345,0.897777
2022-05-23,012345,0.893399
2022-05-24,012345,0.884862
2022-05-25,012345,0.881543
2022-05-26,012345,0.872855
2022-05-27,012345,0.866834
2022-05-30,012345,0.861142
2022-05-31,012345,0.854522
2022-06-01,012345,0.850694
2022-06-02,012345,0.846698
2022-06-03,012345,0.846777
2022-06-06,012345,0.841596
2022-06-07,012345,0.837601
2022-06-08,012345,0.836067
2022-06-09,012345,0.830754
2022-06-10,012345,0.821973
2022-06-13,012345,0.818258
2022-06-14,012345,0.817272
2022-06-15,012345,0.816946
2022-06-16,012345,0.809451
2022-06-17,012345,0.799238
2022-06-20,012345,0.794538
2022-06-21,012345,0.783598
2022-06-22,012345,0.779794
2022-06-23,012345,0.776342
2022-06-24,012345,0.767144
2022-06-27,012345,0.758503
2022-06-28,012345,0.752467
2022-06-29,012345,0.746374
2022-06-30,012345,0.739314
2022-07-01,012345,0.733741
2022-07-04,012345,0.725067
2022-07-05,012345,0.714851
2022-07-06,012345,0.707347
2022-07-07,012345,0.699624
2022-07-08,012345,0.696312
2022-07-11,012345,0.690863
2022-07-12,012345,0.685240
2022-07-13,012345,0.675106
2022-07-14,012345,0.665143
2022-07-15,012345,0.661380
2022-07-18,012345,0.651760
2022-07-19,012345,0.648840
2022-07-20,012345,0.639621
2022-07-21,012345,0.631243
2022-07-22,012345,0.628711
2022-07-25,012345,0.626075
2022-07-26,012345,0.620343
2022-07-27,012345,0.619485
2022-07-28,012345,0.616885
2022-07-29,012345,0.609477
2022-08-01,012345,0.605100
2022-08-02,012345,0.596251
2022-08-03,012345,0.594170
2022-08-04,012345,0.585754
2022-08-05,012345,0.578738
2022-08-08,012345,0.574268
2022-08-09,012345,0.567681
2022-08-10,012345,0.559278
2022-08-11,012345,0.551876
2022-08-12,012345,0.546321
2022-08-15,012345,0.540614
2022-08-16,012345,0.533093
2022-08-17,012345,0.528436
2022-08-18,012345,0.524011
2022-08-19,012345,0.520117
2022-08-22,012345,0.518821
2022-08-23,012345,0.514974
2022-08-24,012345,0.508144
2022-08-25,012345,0.486673
2022-08-26,012345,0.484401
2022-08-29,012345,0.481702
2022-08-30,012345,0.480480
2022-08-31,012345,0.479190
2022-09-01,012345,0.477486
2022-09-02,012345,0.474021
2022-09-05,012345,0.467844
2022-09-06,012345,0.463880
2022-09-07,012345,0.461362
2022-09-08,012345,0.458319
2022-09-09,012345,0.455054
2022-09-12,012345,0.452117
2022-09-13,012345,0.450945
2022-09-14,012345,0.448423
2022-09-15,012345,0.446672
2022-09-16,012345,0.442969
2022-09-19,012345,0.437174
2022-09-20,012345,0.434616
2022-09-21,012345,0.428595
2022-09-22,012345,0.424197
2022-09-23,012345,0.417886
2022-09-26,012345,0.414164
2022-09-27,012345,0.409211
2022-09-28,012345,0.403874
2022-09-29,012345,0.402771
2022-09-30,012345,0.399982
2022-10-03,012345,0.394581
2022-10-04,012345,0.391134
2022-10-05,012345,0.389945
2022-10-06,012345,0.387751
2022-10-07,012345,0.385978
2022-10-10,012345,0.383439
2022-10-11,012345,0.378821
2022-10-12,012345,0.377584
2022-10-13,012345,0.372397
2022-10-14,012345,0.371999
2022-10-17,012345,0.367116
2022-10-18,012345,0.364340
2022-10-19,012345,0.364122
2022-10-20,012345,0.360930
2022-10-21,012345,0.359278
2022-10-24,012345,0.358128
2022-10-25,012345,0.356802
2022-10-26,012345,0.356355
2022-10-27,012345,0.356214
2022-10-28,012345,0.352507
2022-10-31,012345,0.351432
2022-11-01,012345,0.348700
2022-11-02,012345,0.347087
2022-11-03,012345,0.342867
2022-11-04,012345,0.341258
2022-11-07,012345,0.338936
2022-11-08,012345,0.337549
2022-11-09,012345,0.334665
2022-11-10,012345,0.334418
2022-11-11,012345,0.333381
2022-11-14,012345,0.331458
2022-11-15,012345,0.331633
2022-11-16,012345,0.327931
2022-11-17,012345,0.328147
2022-11-18,012345,0.326964
2022-11-21,012345,0.326253
2022-11-22,012345,0.322430
2022-11-23,012345,0.318927
2022-11-24,012345,0.316989
2022-11-25,012345,0.314148
2022-11-28,012345,0.310613
2022-11-29,012345,0.309639
2022-11-30,012345,0.310270
2022-12-01,012345,0.307727
2022-12-02,012345,0.304836
2022-12-05,012345,0.304729
2022-12-06,012345,0.303707
2022-12-07,012345,0.304345
2022-12-08,012345,0.304988
2022-12-09,012345,0.303663
2022-12-12,012345,0.304202
2022-12-13,012345,0.303858
2022-12-14,012345,0.304774
2022-12-15,012345,0.302290
2022-12-16,012345,0.301574
2022-12-19,012345,0.301901
2022-12-20,012345,0.299625
2022-12-21,012345,0.300403
2022-12-22,012345,0.300304
2022-12-23,012345,0.300450
2022-12-26,012345,0.300999
2022-12-27,012345,0.299529
2022-12-28,012345,0.300083
2022-12-29,012345,0.300927
2022-12-30,012345,0.299515
2023-01-02,012345,0.300531
2023-01-03,012345,0.301609
2023-01-04,012345,0.300453
2023-01-05,012345,0.298833
2023-01-06,012345,0.300136
2023-01-09,012345,0.298218
2023-01-10,012345,0.297638
2023-01-11,012345,0.296845
2023-01-12,012345,0.295648
2023-01-13,012345,0.295102
2023-01-16,012345,0.293911
2023-01-17,012345,0.293313
2023-01-18,012345,0.293473
2023-01-19,012345,0.291549
2023-01-20,012345,0.291383
2023-01-23,012345,0.291200
2023-01-24,012345,0.289314
2023-01-25,012345,0.288127
2023-01-26,012345,0.287104
2023-01-27,012345,0.285566
2023-01-30,012345,0.283778
2023-01-31,012345,0.283760
2023-02-01,012345,0.284717
2023-02-02,012345,0.286224
2023-02-03,012345,0.287974
2023-02-06,012345,0.289612
2023-02-07,012345,0.290307
2023-02-08,012345,0.292342
2023-02-09,012345,0.291153
2023-02-10,012345,0.290969
2023-02-13,012345,0.290243
2023-02-14,012345,0.289326
2023-02-15,012345,0.287816
2023-02-16,012345,0.288492
2023-02-17,012345,0.290451
2023-02-20,012345,0.292427
2023-02-21,012345,0.291726
2023-02-22,012345,0.292392
2023-02-23,012345,0.293357
2023-02-24,012345,0.295459
2023-02-27,012345,0.297179
2023-02-28,012345,0.296066
2023-03-01,012345,0.297704
2023-03-02,012345,0.297843
2023-03-03,012345,0.299562
2023-03-06,012345,0.299637
2023-03-07,012345,0.302386
2023-03-08,012345,0.302481
2023-03-09,012345,0.304533
2023-03-10,012345,0.304688
2023-03-13,012345,0.307884
2023-03-14,012345,0.310126
2023-03-15,012345,0.312509
2023-03-16,012345,0.315877
2023-03-17,012345,0.318206
2023-03-20,012345,0.319203
2023-03-21,012345,0.319501
2023-03-22,012345,0.322759
2023-03-23,012345,0.323002
2023-03-24,012345,0.325347
2023-03-27,012345,0.328761
2023-03-28,012345,0.330589
2023-03-29,012345,0.332670
2023-03-30,012345,0.334443
2023-03-31,012345,0.336326
2023-04-03,012345,0.336299
2023-04-04,012345,0.336850
2023-04-05,012345,0.338196
2023-04-06,012345,0.340767
2023-04-07,012345,0.341921
2023-04-10,012345,0.344982
2023-04-11,012345,0.347060
2023-04-12,012345,0.349387
2023-04-13,012345,0.353085
2023-04-14,012345,0.356359
2023-04-17,012345,0.359004
2023-04-18,012345,0.363516
2023-04-19,012345,0.364773
2023-04-20,012345,0.365861
2023-04-21,012345,0.368633
2023-04-24,012345,0.370689
2023-04-25,012345,0.370599
2023-04-26,012345,0.371481
2023-04-27,012345,0.371714
2023-04-28,012345,0.372520
2023-05-01,012345,0.372635
2023-05-02,012345,0.377042
2023-05-03,012345,0.376990
2023-05-04,012345,0.379243
2023-05-05,012345,0.379019
2023-05-08,012345,0.381139
2023-05-09,012345,0.382415
2023-05-10,012345,0.385276
2023-05-11,012345,0.388287
2023-05-12,012345,0.388788
2023-05-15,012345,0.392703
2023-05-16,012345,0.393396
2023-05-17,012345,0.393671
2023-05-18,012345,0.395775
2023-05-19,012345,0.397582
2023-05-22,012345,0.401919
2023-05-23,012345,0.402610
2023-05-24,012345,0.403150
2023-05-25,012345,0.407612
2023-05-26,012345,0.408510
2023-05-29,012345,0.410649
2023-05-30,012345,0.411050
2023-05-31,012345,0.414458
2023-06-01,012345,0.415233
2023-06-02,012345,0.417851
2023-06-05,012345,0.418761
2023-06-06,012345,0.420926
2023-06-07,012345,0.425102
2023-06-08,012345,0.426497
2023-06-09,012345,0.428895
2023-06-12,012345,0.430919
2023-06-13,012345,0.431378
2023-06-14,012345,0.435905
2023-06-15,012345,0.436848
2023-06-16,012345,0.436885
2023-06-19,012345,0.437917
2023-06-20,012345,0.439624
2023-06-21,012345,0.445228
2023-06-22,012345,0.450872
2023-06-23,012345,0.451407
2023-06-26,012345,0.452982
2023-06-27,012345,0.453556
2023-06-28,012345,0.453613
2023-06-29,012345,0.456830
2023-06-30,012345,0.462855
2023-07-03,012345,0.468169
2023-07-04,012345,0.474096
2023-07-05,012345,0.480197
2023-07-06,012345,0.483633
2023-07-07,012345,0.484764
2023-07-10,012345,0.490816
2023-07-11,012345,0.494680
2023-07-12,012345,0.499756
2023-07-13,012345,0.502679
2023-07-14,012345,0.503748
2023-07-17,012345,0.508982
2023-07-18,012345,0.515627
2023-07-19,012345,0.521045
2023-07-20,012345,0.522389
2023-07-21,012345,0.525539
2023-07-24,012345,0.531271
2023-07-25,012345,0.536425
2023-07-26,012345,0.542950
2023-07-27,012345,0.547963
2023-07-28,012345,0.550709
2023-07-31,012345,0.557151
2023-08-01,012345,0.556969
2023-08-02,012345,0.560118
2023-08-03,012345,0.563858
2023-08-04,012345,0.566299
2023-08-07,012345,0.569467
2023-08-08,012345,0.574718
2023-08-09,012345,0.575418
2023-08-10,012345,0.577398
2023-08-11,012345,0.583392
2023-08-14,012345,0.582888
2023-08-15,012345,0.582502
2023-08-16,012345,0.586301
2023-08-17,012345,0.589499
2023-08-18,012345,0.588961
2023-08-21,012345,0.590914
2023-08-22,012345,0.595468
2023-08-23,012345,0.595019
2023-08-24,012345,0.600641
2023-08-25,012345,0.600768
2023-08-28,012345,0.607006
2023-08-29,012345,0.607207
2023-08-30,012345,0.606361
2023-08-31,012345,0.613382
2023-09-01,012345,0.617119
2023-09-04,012345,0.623616
2023-09-05,012345,0.630345
2023-09-06,012345,0.633298
2023-09-07,012345,0.639399
2023-09-08,012345,0.640036
2023-09-11,012345,0.638729
2023-09-12,012345,0.640650
2023-09-13,012345,0.640055
2023-09-14,012345,0.646947
2023-09-15,012345,0.650876
2023-09-18,012345,0.657093
2023-09-19,012345,0.662037
2023-09-20,012345,0.661494
2023-09-21,012345,0.662718
2023-09-22,012345,0.668762
2023-09-25,012345,0.669927
2023-09-26,012345,0.674877
2023-09-27,012345,0.676701
2023-09-28,012345,0.683074
2023-09-29,012345,0.687515
2023-10-02,012345,0.693800
2023-10-03,012345,0.696882
2023-10-04,012345,0.703822
2023-10-05,012345,0.708150
2023-10-06,012345,0.710312
2023-10-09,012345,0.714453
2023-10-10,012345,0.715178
2023-10-11,012345,0.716495
2023-10-12,012345,0.716529
2023-10-13,012345,0.717202
2023-10-16,012345,0.720930
2023-10-17,012345,0.724602
2023-10-18,012345,0.724550
2023-10-19,012345,0.722728
2023-10-20,012345,0.721780
2023-10-23,012345,0.724855
2023-10-24,012345,0.723304
2023-10-25,012345,0.730089
2023-10-26,012345,0.736803
2023-10-27,012345,0.740547
2023-10-30,012345,0.746138
2023-10-31,012345,0.747399
2023-11-01,012345,0.753687
2023-11-02,012345,0.756413
2023-11-03,012345,0.754442
2023-11-06,012345,0.756020
2023-11-07,012345,0.760349
2023-11-08,012345,0.764335
2023-11-09,012345,0.762755
2023-11-10,012345,0.761494
2023-11-13,012345,0.761440
2023-11-14,012345,0.765873
2023-11-15,012345,0.769748
2023-11-16,012345,0.769344
2023-11-17,012345,0.766844
2023-11-20,012345,0.767838
2023-11-21,012345,0.768885
2023-11-22,012345,0.765454
2023-11-23,012345,0.764851
2023-11-24,012345,0.765569
2023-11-27,012345,0.763766
2023-11-28,012345,0.762453
2023-11-29,012345,0.765121
2023-11-30,012345,0.764068
2023-12-01,012345,0.737259
2023-12-04,012345,0.733929
2023-12-05,012345,0.731623
2023-12-06,012345,0.730780
2023-12-07,012345,0.731519
2023-12-08,012345,0.733107
2023-12-11,012345,0.735298
2023-12-12,012345,0.733145
2023-12-13,012345,0.734571
2023-12-14,012345,0.740146
2023-12-15,012345,0.739917
2023-12-18,012345,0.741554
2023-12-19,012345,0.742294
2023-12-20,012345,0.740560
2023-12-21,012345,0.743311
